ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2024,,,,,
(UF),NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
(PR),Guaraqueçaba,"7,474"
(PR),Guaratuba,"44,323"
(PR),Honório Serpa,"4,872"
(PR),Ibaiti,"29,440"
(PR),Ibema,"6,327"
(PR),Ibiporã,"53,054"
(PR),Icaraíma,"9,139"
(PR),Iguaraçu,"5,599"
(PR),Iguatu,"2,162"
(PR),Imbaú,"14,815"
(PR),Imbituva,"30,757"
(PR),Inácio Martins,"9,633"
(PR),Inajá,"2,510"
(PR),Indianópolis,"4,531"
(PR),Ipiranga,"14,338"
(PR),Iporã,"16,062"
(PR),Iracema do Oeste,"2,344"
(PR),Irati,"60,796"
(PR),Iretama,"10,843"
(PR),Itaguajé,"4,532"
(PR),Itaipulândia,"11,984"
(PR),Itambaracá,"5,874"
(PR),Itambé,"6,215"
(PR),Itapejara d'Oeste,"12,766"
(PR),Itaperuçu,"32,890"
(PR),Itaúna do Sul,"3,620"
(PR),Ivaí,"13,473"
(PR),Ivaiporã,"33,529"
(PR),Ivaté,"6,833"
(PR),Ivatuba,"2,705"
(PR),Jaboti,"5,576"
(PR),Jacarezinho,"41,400"
(PR),Jaguapitã,"15,719"
(PR),Jaguariaíva,"36,231"
(PR),Jandaia do Sul,"21,851"
(PR),Janiópolis,"5,835"
(PR),Japira,"5,060"
(PR),Japurá,"9,354"
(PR),Jardim Alegre,"12,130"
(PR),Jardim Olinda,"1,353"
(PR),Jataizinho,"11,971"
(PR),Jesuítas,"10,860"
(PR),Joaquim Távora,"12,280"
(PR),Jundiaí do Sul,"3,366"
(PR),Juranda,"7,898"
(PR),Jussara,"6,795"
(PR),Kaloré,"4,657"
(PR),Lapa,"45,857"
(PR),Laranjal,"5,575"
(PR),Laranjeiras do Sul,"33,103"
(PR),Leópolis,"3,751"
(PR),Lidianópolis,"3,989"
(PR),Lindoeste,"5,226"
(PR),Loanda,"23,813"
(PR),Lobato,"4,693"
(PR),Londrina,"577,318"
(PR),Luiziana,"6,696"
(PR),Lunardelli,"4,902"
(PR),Lupionópolis,"4,911"
(PR),Mallet,"13,655"
(PR),Mamborê,"13,572"
(PR),Mandaguaçu,"33,752"
(PR),Mandaguari,"38,050"
(PR),Mandirituba,"28,761"
(PR),Manfrinópolis,"2,761"
(PR),Mangueirinha,"16,764"
(PR),Manoel Ribas,"14,576"
(PR),Marechal Cândido Rondon,"58,140"
(PR),Maria Helena,"5,935"
(PR),Marialva,"44,098"
(PR),Marilândia do Sul,"8,774"
(PR),Marilena,"7,409"
(PR),Mariluz,"9,934"
(PR),Maringá,"425,983"
(PR),Mariópolis,"6,475"
(PR),Maripá,"6,767"
(PR),Marmeleiro,"16,386"
(PR),Marquinho,"4,521"
(PR),Marumbi,"4,778"
(PR),Matelândia,"19,022"
(PR),Matinhos,"41,416"
(PR),Mato Rico,"3,237"
(PR),Mauá da Serra,"9,628"
(PR),Medianeira,"57,120"
(PR),Mercedes,"6,136"
(PR),Mirador,"2,258"
(PR),Miraselva,"2,008"
(PR),Missal,"11,301"
(PR),Moreira Sales,"11,137"
(PR),Morretes,"18,908"
(PR),Munhoz de Melo,"4,045"
(PR),Nossa Senhora das Graças,"3,685"
(PR),Nova Aliança do Ivaí,"1,327"
(PR),Nova América da Colina,"3,299"
(PR),Nova Aurora,"14,219"
(PR),Nova Cantu,"6,799"
(PR),Nova Esperança,"27,142"
(PR),Nova Esperança do Sudoeste,"5,744"
(PR),Nova Fátima,"7,201"
(PR),Nova Laranjeiras,"12,287"
(PR),Nova Londrina,"13,085"
(PR),Nova Olímpia,"5,960"
(PR),Nova Santa Bárbara,"4,280"
(PR),Nova Santa Rosa,"8,535"
(PR),Nova Prata do Iguaçu,"13,196"
(PR),Nova Tebas,"6,870"
(PR),Novo Itacolomi,"3,210"
(PR),Ortigueira,"24,627"
(PR),Ourizona,"3,206"
(PR),Ouro Verde do Oeste,"7,031"
(PR),Paiçandu,"48,207"
(PR),Palmas,"49,891"
(PR),Palmeira,"34,806"
(PR),Palmital,"12,967"
(PR),Palotina,"36,623"
(PR),Paraíso do Norte,"13,634"
(PR),Paranacity,"9,597"
(PR),Paranaguá,"149,819"
(PR),Paranapoema,"2,378"
(PR),Paranavaí,"95,525"
(PR),Pato Bragado,"5,939"
(PR),Pato Branco,"96,602"
(PR),Paula Freitas,"5,778"
(PR),Paulo Frontin,"6,369"
(PR),Peabiru,"13,496"
(PR),Perobal,"7,496"
(PR),Pérola,"12,275"
(PR),Pérola d'Oeste,"6,235"
(PR),Piên,"14,179"
(PR),Pinhais,"131,199"
(PR),Pinhalão,"6,707"
(PR),Pinhal de São Bento,"2,819"
(PR),Pinhão,"30,472"
(PR),Piraí do Sul,"24,000"
(PR),Piraquara,"124,934"
(PR),Pitanga,"34,513"
(PR),Pitangueiras,"3,121"
(PR),Planaltina do Paraná,"4,123"
(PR),Planalto,"14,663"
(PR),Ponta Grossa,"372,562"
(PR),Pontal do Paraná,"32,426"
(PR),Porecatu,"11,438"
(PR),Porto Amazonas,"4,099"
(PR),Porto Barreiro,"3,078"
(PR),Porto Rico,"3,316"
(PR),Porto Vitória,"3,549"
(PR),Prado Ferreira,"3,799"
(PR),Pranchita,"5,833"
(PR),Presidente Castelo Branco,"4,336"
(PR),Primeiro de Maio,"10,121"
(PR),Prudentópolis,"50,428"
(PR),Quarto Centenário,"4,170"
(PR),Quatiguá,"8,357"
(PR),Quatro Barras,"25,109"
(PR),Quatro Pontes,"4,636"
(PR),Quedas do Iguaçu,"31,405"
(PR),Querência do Norte,"10,693"
(PR),Quinta do Sol,"5,060"
(PR),Quitandinha,"18,823"
(PR),Ramilândia,"4,293"
(PR),Rancho Alegre,"3,501"
(PR),Rancho Alegre D'Oeste,"2,638"
(PR),Realeza,"19,903"
(PR),Rebouças,"14,754"
(PR),Renascença,"6,946"
(PR),Reserva,"24,851"
(PR),Reserva do Iguaçu,"6,543"
(PR),Ribeirão Claro,"12,770"
(PR),Ribeirão do Pinhal,"13,180"
(PR),Rio Azul,"14,214"
(PR),Rio Bom,"3,223"
(PR),Rio Bonito do Iguaçu,"14,234"
(PR),Rio Branco do Ivaí,"3,850"
(PR),Rio Branco do Sul,"39,307"
(PR),Rio Negro,"31,992"
(PR),Rolândia,"74,935"
(PR),Roncador,"11,371"
(PR),Rondon,"9,240"
(PR),Rosário do Ivaí,"5,491"
(PR),Sabáudia,"9,320"
(PR),Salgado Filho,"4,097"
(PR),Salto do Itararé,"5,267"
(PR),Salto do Lontra,"15,636"
(PR),Santa Amélia,"3,386"
(PR),Santa Cecília do Pavão,"3,375"
(PR),Santa Cruz de Monte Castelo,"8,806"
(PR),Santa Fé,"11,669"
(PR),Santa Helena,"26,341"
(PR),Santa Inês,"1,760"
(PR),Santa Isabel do Ivaí,"9,059"
(PR),Santa Izabel do Oeste,"14,385"
(PR),Santa Lúcia,"3,657"
(PR),Santa Maria do Oeste,"9,985"
(PR),Santa Mariana,"11,034"
(PR),Santa Mônica,"3,373"
(PR),Santana do Itararé,"5,628"
(PR),Santa Tereza do Oeste,"13,749"
(PR),Santa Terezinha de Itaipu,"25,055"
(PR),Santo Antônio da Platina,"45,534"
(PR),Santo Antônio do Caiuá,"2,496"
(PR),Santo Antônio do Paraíso,"2,116"
(PR),Santo Antônio do Sudoeste,"24,644"
(PR),Santo Inácio,"6,397"
(PR),São Carlos do Ivaí,"6,712"
(PR),São Jerônimo da Serra,"10,913"
(PR),São João,"12,230"
(PR),São João do Caiuá,"5,620"
(PR),São João do Ivaí,"10,700"
(PR),São João do Triunfo,"13,923"
(PR),São Jorge d'Oeste,"9,550"
(PR),São Jorge do Ivaí,"5,193"
(PR),São Jorge do Patrocínio,"6,659"
(PR),São José da Boa Vista,"6,060"
(PR),São José das Palmeiras,"4,030"
(PR),São José dos Pinhais,"345,644"
(PR),São Manoel do Paraná,"2,173"
(PR),São Mateus do Sul,"43,413"
(PR),São Miguel do Iguaçu,"30,198"
(PR),São Pedro do Iguaçu,"5,769"
(PR),São Pedro do Ivaí,"8,611"
(PR),São Pedro do Paraná,"2,722"
(PR),São Sebastião da Amoreira,"8,100"
(PR),São Tomé,"5,290"
(PR),Sapopema,"6,784"
(PR),Sarandi,"125,785"
(PR),Saudade do Iguaçu,"6,342"
(PR),Sengés,"17,344"
(PR),Serranópolis do Iguaçu,"5,138"
(PR),Sertaneja,"5,667"
(PR),Sertanópolis,"16,183"
(PR),Siqueira Campos,"23,712"
(PR),Sulina,"3,495"
(PR),Tamarana,"10,645"
(PR),Tamboara,"4,979"
(PR),Tapejara,"16,255"
(PR),Tapira,"5,813"
(PR),Teixeira Soares,"9,581"
(PR),Telêmaco Borba,"77,182"
(PR),Terra Boa,"18,048"
(PR),Terra Rica,"14,989"
(PR),Terra Roxa,"18,548"
(PR),Tibagi,"20,304"
(PR),Tijucas do Sul,"18,279"
(PR),Toledo,"158,620"
(PR),Tomazina,"8,495"
(PR),Três Barras do Paraná,"11,197"
(PR),Tunas do Paraná,"6,302"
(PR),Tuneiras do Oeste,"8,095"
(PR),Tupãssi,"8,204"
(PR),Turvo,"14,443"
(PR),Ubiratã,"25,517"
(PR),Umuarama,"121,972"
(PR),União da Vitória,"56,397"
(PR),Uniflor,"2,121"
(PR),Uraí,"10,407"
(PR),Wenceslau Braz,"19,430"
(PR),Ventania,"9,779"
(PR),Vera Cruz do Oeste,"8,227"
(PR),Verê,"8,051"
(PR),Alto Paraíso,"3,077"
(PR),Doutor Ulysses,"5,773"
(PR),Virmond,"3,842"
(PR),Vitorino,"10,280"
(PR),Xambrê,"5,851"
(SC),Abdon Batista,"2,633"
(SC),Abelardo Luz,"17,736"
(SC),Agrolândia,"11,491"
(SC),Agronômica,"6,394"
(SC),Água Doce,"6,625"
(SC),Águas de Chapecó,"6,128"
(SC),Águas Frias,"2,963"
(SC),Águas Mornas,"7,082"
(SC),Alfredo Wagner,"10,862"
(SC),Alto Bela Vista,"1,860"
(SC),Anchieta,"5,984"
(SC),Angelina,"5,472"
(SC),Anita Garibaldi,"8,367"
(SC),Anitápolis,"3,726"
(SC),Antônio Carlos,"12,118"
(SC),Apiúna,"10,020"
(SC),Arabutã,"4,487"
(SC),Araquari,"50,178"
(SC),Araranguá,"75,597"
(SC),Armazém,"9,188"
(SC),Arroio Trinta,"3,628"
(SC),Arvoredo,"2,600"
(SC),Ascurra,"8,635"
(SC),Atalanta,"3,270"
(SC),Aurora,"7,127"
(SC),Balneário Arroio do Silva,"17,215"
(SC),Balneário Camboriú,"148,758"
(SC),Balneário Barra do Sul,"16,360"
(SC),Balneário Gaivota,"17,306"
(SC),Bandeirante,"3,243"
(SC),Barra Bonita,"1,662"
(SC),Barra Velha,"50,730"
(SC),Bela Vista do Toldo,"5,950"
(SC),Belmonte,"2,709"
(SC),Benedito Novo,"10,738"
(SC),Biguaçu,"82,028"
(SC),Blumenau,"380,597"
(SC),Bocaina do Sul,"3,618"
(SC),Bombinhas,"27,732"
(SC),Bom Jardim da Serra,"4,028"
(SC),Bom Jesus,"2,872"
(SC),Bom Jesus do Oeste,"2,234"
(SC),Bom Retiro,"8,468"
(SC),Botuverá,"5,623"
(SC),Braço do Norte,"35,534"
(SC),Braço do Trombudo,"4,203"
(SC),Brunópolis,"2,466"
(SC),Brusque,"151,949"
(SC),Caçador,"75,998"
(SC),Caibi,"6,431"
(SC),Calmon,"3,513"
(SC),Camboriú,"113,525"
(SC),Capão Alto,"2,647"
(SC),Campo Alegre,"12,815"
(SC),Campo Belo do Sul,"7,342"
(SC),Campo Erê,"9,838"
(SC),Campos Novos,"38,656"
(SC),Canelinha,"13,413"
(SC),Canoinhas,"56,721"
(SC),Capinzal,"24,176"
(SC),Capivari de Baixo,"24,799"
(SC),Catanduvas,"10,938"
(SC),Caxambu do Sul,"4,732"
(SC),Celso Ramos,"2,860"
(SC),Cerro Negro,"3,326"
(SC),Chapadão do Lageado,"3,036"
(SC),Chapecó,"275,959"
(SC),Cocal do Sul,"17,912"
(SC),Concórdia,"85,982"
(SC),Cordilheira Alta,"5,099"
(SC),Coronel Freitas,"10,583"
(SC),Coronel Martins,"2,028"
(SC),Corupá,"15,781"
(SC),Correia Pinto,"16,163"
(SC),Criciúma,"225,281"
(SC),Cunha Porã,"11,208"
(SC),Cunhataí,"2,018"
(SC),Curitibanos,"41,512"
(SC),Descanso,"8,660"
(SC),Dionísio Cerqueira,"15,294"
(SC),Dona Emma,"4,388"
(SC),Doutor Pedrinho,"3,719"
(SC),Entre Rios,"3,525"
(SC),Ermo,"2,349"
(SC),Erval Velho,"5,081"
(SC),Faxinal dos Guedes,"11,486"
(SC),Flor do Sertão,"1,850"
(SC),Florianópolis,"576,361"
(SC),Formosa do Sul,"2,743"
(SC),Forquilhinha,"33,929"
(SC),Fraiburgo,"34,148"
(SC),Frei Rogério,"2,442"
(SC),Galvão,"3,200"
(SC),Garopaba,"32,962"
(SC),Garuva,"19,554"
(SC),Gaspar,"76,982"
(SC),Governador Celso Ramos,"17,920"
(SC),Grão-Pará,"6,397"
(SC),Gravatal,"12,989"
(SC),Guabiruba,"26,082"
(SC),Guaraciaba,"11,040"
(SC),Guaramirim,"49,941"
(SC),Guarujá do Sul,"4,899"
(SC),Guatambú,"9,267"
(SC),Herval d'Oeste,"22,173"
(SC),Ibiam,"2,055"
(SC),Ibicaré,"3,304"
(SC),Ibirama,"20,663"
(SC),Içara,"62,455"
(SC),Ilhota,"18,197"
(SC),Imaruí,"12,127"
(SC),Imbituba,"56,107"
(SC),Imbuia,"6,139"
(SC),Indaial,"76,333"
(SC),Iomerê,"2,953"
(SC),Ipira,"4,635"
(SC),Iporã do Oeste,"9,672"
(SC),Ipuaçu,"8,046"
(SC),Ipumirim,"8,065"
(SC),Iraceminha,"4,005"
(SC),Irani,"10,497"
(SC),Irati,"2,100"
(SC),Irineópolis,"10,437"
(SC),Itá,"7,310"
(SC),Itaiópolis,"22,741"
(SC),Itajaí,"287,289"
(SC),Itapema,"83,330"
(SC),Itapiranga,"17,149"
(SC),Itapoá,"34,546"
(SC),Ituporanga,"28,042"
(SC),Jaborá,"4,435"
(SC),Jacinto Machado,"10,813"
(SC),Jaguaruna,"21,284"
(SC),Jaraguá do Sul,"195,753"
(SC),Jardinópolis,"1,808"
(SC),Joaçaba,"31,509"
(SC),Joinville,"654,888"
(SC),José Boiteux,"6,307"
(SC),Jupiá,"2,675"
(SC),Lacerdópolis,"2,296"
(SC),Lages,"171,609"
(SC),Laguna,"43,992"
(SC),Lajeado Grande,"1,771"
(SC),Laurentino,"8,427"
(SC),Lauro Müller,"14,622"
(SC),Lebon Régis,"11,605"
(SC),Leoberto Leal,"3,381"
(SC),Lindóia do Sul,"4,611"
(SC),Lontras,"13,586"
(SC),Luiz Alves,"12,126"
(SC),Luzerna,"5,931"
(SC),Macieira,"1,800"
(SC),Mafra,"57,023"
(SC),Major Gercino,"3,258"
(SC),Major Vieira,"7,545"
(SC),Maracajá,"8,213"
(SC),Maravilha,"30,155"
(SC),Marema,"2,219"
(SC),Massaranduba,"17,897"
(SC),Matos Costa,"2,795"
(SC),Meleiro,"7,127"
(SC),Mirim Doce,"2,554"
(SC),Modelo,"4,156"
(SC),Mondaí,"10,216"
(SC),Monte Carlo,"9,235"
(SC),Monte Castelo,"7,787"
(SC),Morro da Fumaça,"19,265"
(SC),Morro Grande,"3,085"
(SC),Navegantes,"93,619"
(SC),Nova Erechim,"5,408"
(SC),Nova Itaberaba,"4,648"
(SC),Nova Trento,"14,252"
(SC),Nova Veneza,"13,968"
(SC),Novo Horizonte,"2,670"
(SC),Orleans,"24,474"
(SC),Otacílio Costa,"17,780"
(SC),Ouro,"7,091"
(SC),Ouro Verde,"2,203"
(SC),Paial,"1,992"
(SC),Painel,"2,228"
(SC),Palhoça,"245,477"
(SC),Palma Sola,"7,709"
(SC),Palmeira,"2,640"
(SC),Palmitos,"15,812"
(SC),Papanduva,"19,667"
(SC),Paraíso,"4,376"
(SC),Passo de Torres,"14,284"
(SC),Passos Maia,"4,032"
(SC),Paulo Lopes,"9,661"
(SC),Pedras Grandes,"4,343"
(SC),Penha,"36,124"
(SC),Peritiba,"3,039"
(SC),Pescaria Brava,"10,531"
(SC),Petrolândia,"6,942"
(SC),Balneário Piçarras,"29,725"
(SC),Pinhalzinho,"23,379"
(SC),Pinheiro Preto,"3,598"
(SC),Piratuba,"6,053"
(SC),Planalto Alegre,"3,053"
(SC),Pomerode,"36,392"
(SC),Ponte Alta,"4,430"
(SC),Ponte Alta do Norte,"3,249"
(SC),Ponte Serrada,"10,764"
(SC),Porto Belo,"30,590"
(SC),Porto União,"33,727"
(SC),Pouso Redondo,"17,836"
(SC),Praia Grande,"8,602"
(SC),Presidente Castello Branco,"1,711"
(SC),Presidente Getúlio,"21,293"
(SC),Presidente Nereu,"2,345"
(SC),Princesa,"3,054"
(SC),Quilombo,"11,359"
(SC),Rancho Queimado,"3,435"
(SC),Rio das Antas,"6,386"
(SC),Rio do Campo,"6,613"
(SC),Rio do Oeste,"8,008"
(SC),Rio dos Cedros,"11,163"
(SC),Rio do Sul,"76,390"
(SC),Rio Fortuna,"5,006"
(SC),Rio Negrinho,"40,168"
(SC),Rio Rufino,"2,432"
(SC),Riqueza,"4,835"
(SC),Rodeio,"13,321"
(SC),Romelândia,"4,757"
(SC),Salete,"7,643"
(SC),Saltinho,"3,633"
(SC),Salto Veloso,"4,486"
(SC),Sangão,"13,567"
(SC),Santa Cecília,"15,764"
(SC),Santa Helena,"2,473"
(SC),Santa Rosa de Lima,"2,128"
(SC),Santa Rosa do Sul,"10,288"
(SC),Santa Terezinha,"8,077"
(SC),Santa Terezinha do Progresso,"2,562"
(SC),Santiago do Sul,"1,714"
(SC),Santo Amaro da Imperatriz,"29,392"
(SC),São Bernardino,"2,719"
(SC),São Bento do Sul,"86,851"
(SC),São Bonifácio,"2,986"
(SC),São Carlos,"10,460"
(SC),São Cristóvão do Sul,"6,389"
(SC),São Domingos,"9,356"
(SC),São Francisco do Sul,"55,784"
(SC),São João do Oeste,"6,446"
(SC),São João Batista,"34,733"
(SC),São João do Itaperiú,"4,732"
(SC),São João do Sul,"9,126"
(SC),São Joaquim,"26,852"
(SC),São José,"289,949"
(SC),São José do Cedro,"14,491"
(SC),São José do Cerrito,"8,755"
(SC),São Lourenço do Oeste,"25,770"
(SC),São Ludgero,"14,211"
(SC),São Martinho,"3,501"
(SC),São Miguel da Boa Vista,"1,788"
(SC),São Miguel do Oeste,"46,969"
(SC),São Pedro de Alcântara,"6,076"
(SC),Saudades,"10,680"
(SC),Schroeder,"21,273"
(SC),Seara,"19,241"
(SC),Serra Alta,"3,367"
(SC),Siderópolis,"14,087"
(SC),Sombrio,"31,397"
(SC),Sul Brasil,"2,894"
(SC),Taió,"18,808"
(SC),Tangará,"8,189"
(SC),Tigrinhos,"2,480"
(SC),Tijucas,"56,674"
(SC),Timbé do Sul,"5,495"
(SC),Timbó,"48,903"
(SC),Timbó Grande,"7,503"
(SC),Três Barras,"20,373"
(SC),Treviso,"3,895"
(SC),Treze de Maio,"7,585"
(SC),Treze Tílias,"9,308"
(SC),Trombudo Central,"7,532"
(SC),Tubarão,"115,495"
(SC),Tunápolis,"5,054"
(SC),Turvo,"13,492"
(SC),União do Oeste,"2,801"
(SC),Urubici,"11,048"
(SC),Urupema,"2,735"
(SC),Urussanga,"21,395"
(SC),Vargeão,"3,716"
(SC),Vargem,"2,632"
(SC),Vargem Bonita,"4,615"
(SC),Vidal Ramos,"6,275"
(SC),Videira,"58,299"
(SC),Vitor Meireles,"5,492"
(SC),Witmarsum,"4,451"
(SC),Xanxerê,"54,194"
(SC),Xavantina,"3,627"
(SC),Xaxim,"33,902"
(SC),Zortéa,"4,170"
(SC),Balneário Rincão,"17,226"
(RS),Aceguá,"4,253"
(RS),Água Santa,"4,000"
(RS),Agudo,"16,346"
(RS),Ajuricaba,"6,848"
(RS),Alecrim,"6,228"
(RS),Alegrete,"74,329"
(RS),Alegria,"3,711"
(RS),Almirante Tamandaré do Sul,"2,008"
(RS),Alpestre,"7,243"
(RS),Alto Alegre,"1,837"
(RS),Alto Feliz,"3,143"
(RS),Alvorada,"194,116"
(RS),Amaral Ferrador,"5,394"
(RS),Ametista do Sul,"7,822"
(RS),André da Rocha,"1,157"
(RS),Anta Gorda,"6,080"
(RS),Antônio Prado,"13,328"
(RS),Arambaré,"4,211"
(RS),Araricá,"8,794"
(RS),Aratiba,"6,618"
(RS),Arroio do Meio,"22,490"
(RS),Arroio do Sal,"11,384"
(RS),Arroio do Padre,"2,651"
(RS),Arroio dos Ratos,"14,923"
(RS),Arroio do Tigre,"12,296"
(RS),Arroio Grande,"17,887"
(RS),Arvorezinha,"10,545"
(RS),Augusto Pestana,"7,302"
(RS),Áurea,"3,460"
(RS),Bagé,"121,900"
(RS),Balneário Pinhal,"15,371"
(RS),Barão,"6,489"
(RS),Barão de Cotegipe,"7,313"
(RS),Barão do Triunfo,"5,983"
(RS),Barracão,"4,920"
(RS),Barra do Guarita,"3,230"
(RS),Barra do Quaraí,"4,337"
(RS),Barra do Ribeiro,"12,475"
(RS),Barra do Rio Azul,"1,724"
(RS),Barra Funda,"2,555"
(RS),Barros Cassal,"9,442"
(RS),Benjamin Constant do Sul,"2,120"
(RS),Bento Gonçalves,"127,775"
(RS),Boa Vista das Missões,"1,969"
(RS),Boa Vista do Buricá,"7,125"
(RS),Boa Vista do Cadeado,"2,271"
(RS),Boa Vista do Incra,"2,315"
(RS),Boa Vista do Sul,"2,815"
(RS),Bom Jesus,"11,431"
(RS),Bom Princípio,"13,650"
(RS),Bom Progresso,"2,134"
(RS),Bom Retiro do Sul,"12,578"
(RS),Boqueirão do Leão,"6,215"
(RS),Bossoroca,"5,988"
(RS),Bozano,"2,195"
(RS),Braga,"3,326"
(RS),Brochier,"5,079"
(RS),Butiá,"19,433"
(RS),Caçapava do Sul,"33,508"
(RS),Cacequi,"11,324"
(RS),Cachoeira do Sul,"82,250"
(RS),Cachoeirinha,"141,303"
(RS),Cacique Doble,"4,694"
(RS),Caibaté,"4,797"
(RS),Caiçara,"4,933"
(RS),Camaquã,"63,959"
(RS),Camargo,"3,056"
(RS),Cambará do Sul,"6,492"
(RS),Campestre da Serra,"3,311"
(RS),Campina das Missões,"6,001"
(RS),Campinas do Sul,"5,390"
(RS),Campo Bom,"64,704"
(RS),Campo Novo,"5,068"
(RS),Campos Borges,"3,693"
(RS),Candelária,"29,783"
(RS),Cândido Godói,"6,421"
(RS),Candiota,"10,992"
(RS),Canela,"50,613"
(RS),Canguçu,"50,998"
(RS),Canoas,"359,554"
(RS),Canudos do Vale,"1,687"
(RS),Capão Bonito do Sul,"1,769"
(RS),Capão da Canoa,"66,012"
(RS),Capão do Cipó,"3,186"
(RS),Capão do Leão,"27,389"
(RS),Capivari do Sul,"4,079"
(RS),Capela de Santana,"11,416"
(RS),Capitão,"2,991"
(RS),Carazinho,"63,638"
(RS),Caraá,"7,553"
(RS),Carlos Barbosa,"31,528"
(RS),Carlos Gomes,"1,387"
(RS),Casca,"9,689"
(RS),Caseiros,"3,064"
(RS),Catuípe,"8,840"
(RS),Caxias do Sul,"479,256"
(RS),Centenário,"2,779"
(RS),Cerrito,"5,915"
(RS),Cerro Branco,"3,865"
(RS),Cerro Grande,"2,429"
(RS),Cerro Grande do Sul,"9,343"
(RS),Cerro Largo,"14,009"
(RS),Chapada,"9,748"
(RS),Charqueadas,"36,109"
(RS),Charrua,"2,807"
(RS),Chiapetta,"3,992"
(RS),Chuí,"6,405"
(RS),Chuvisca,"4,686"
(RS),Cidreira,"17,538"
(RS),Ciríaco,"4,215"
(RS),Colinas,"2,474"
(RS),Colorado,"3,319"
(RS),Condor,"6,539"
(RS),Constantina,"10,623"
(RS),Coqueiro Baixo,"1,311"
(RS),Coqueiros do Sul,"2,251"
(RS),Coronel Barros,"2,892"
(RS),Coronel Bicaco,"6,230"
(RS),Coronel Pilar,"1,638"
(RS),Cotiporã,"3,926"
(RS),Coxilha,"2,719"
(RS),Crissiumal,"13,127"
(RS),Cristal,"7,454"
(RS),Cristal do Sul,"2,746"
(RS),Cruz Alta,"60,486"
(RS),Cruzaltense,"1,655"
(RS),Cruzeiro do Sul,"12,571"
(RS),David Canabarro,"4,403"
(RS),Derrubadas,"2,797"
(RS),Dezesseis de Novembro,"2,544"
(RS),Dilermando de Aguiar,"2,859"
(RS),Dois Irmãos,"31,769"
(RS),Dois Irmãos das Missões,"2,133"
(RS),Dois Lajeados,"3,158"
(RS),Dom Feliciano,"13,291"
(RS),Dom Pedro de Alcântara,"2,617"
(RS),Dom Pedrito,"38,094"
(RS),Dona Francisca,"3,136"
(RS),Doutor Maurício Cardoso,"4,542"
(RS),Doutor Ricardo,"1,925"
(RS),Eldorado do Sul,"40,954"
(RS),Encantado,"23,494"
(RS),Encruzilhada do Sul,"24,280"
(RS),Engenho Velho,"1,317"
(RS),Entre-Ijuís,"9,364"
(RS),Entre Rios do Sul,"2,731"
(RS),Erebango,"3,121"
(RS),Erechim,"109,497"
(RS),Ernestina,"3,097"
(RS),Herval,"6,307"
(RS),Erval Grande,"5,029"
(RS),Erval Seco,"6,902"
(RS),Esmeralda,"3,264"
(RS),Esperança do Sul,"3,294"
(RS),Espumoso,"15,478"
(RS),Estação,"5,688"
(RS),Estância Velha,"49,440"
(RS),Esteio,"78,181"
(RS),Estrela,"33,243"
(RS),Estrela Velha,"3,120"
(RS),Eugênio de Castro,"2,685"
(RS),Fagundes Varela,"2,620"
(RS),Farroupilha,"72,477"
(RS),Faxinal do Soturno,"6,846"
(RS),Faxinalzinho,"2,572"
(RS),Fazenda Vilanova,"4,399"
(RS),Feliz,"13,979"
(RS),Flores da Cunha,"31,973"
(RS),Floriano Peixoto,"1,694"
(RS),Fontoura Xavier,"9,721"
(RS),Formigueiro,"6,533"
(RS),Forquetinha,"2,441"
(RS),Fortaleza dos Valos,"4,569"
(RS),Frederico Westphalen,"33,684"
(RS),Garibaldi,"35,522"
(RS),Garruchos,"2,729"
(RS),Gaurama,"5,780"
(RS),General Câmara,"7,751"
(RS),Gentil,"1,783"
(RS),Getúlio Vargas,"16,950"
(RS),Giruá,"16,282"
(RS),Glorinha,"7,842"
(RS),Gramado,"41,621"
(RS),Gramado dos Loureiros,"2,049"
(RS),Gramado Xavier,"3,356"
(RS),Gravataí,"275,294"
(RS),Guabiju,"1,442"
(RS),Guaíba,"95,956"
(RS),Guaporé,"26,138"
(RS),Guarani das Missões,"7,553"
(RS),Harmonia,"5,524"
(RS),Herveiras,"2,608"
(RS),Horizontina,"19,246"
(RS),Hulha Negra,"6,102"
(RS),Humaitá,"4,774"
(RS),Ibarama,"3,793"
(RS),Ibiaçá,"4,618"
(RS),Ibiraiaras,"6,830"
(RS),Ibirapuitã,"3,793"
(RS),Ibirubá,"22,082"
(RS),Igrejinha,"34,763"
(RS),Ijuí,"87,775"
(RS),Ilópolis,"4,245"
(RS),Imbé,"27,931"
(RS),Imigrante,"3,148"
(RS),Independência,"6,558"
(RS),Inhacorá,"2,049"
(RS),Ipê,"5,496"
(RS),Ipiranga do Sul,"1,750"
(RS),Iraí,"7,624"
(RS),Itaara,"5,706"
(RS),Itacurubi,"3,042"
(RS),Itapuca,"1,967"
(RS),Itaqui,"36,830"
(RS),Itati,"2,695"
(RS),Itatiba do Sul,"3,249"
(RS),Ivorá,"1,964"
(RS),Ivoti,"23,533"
(RS),Jaboticaba,"3,850"
(RS),Jacuizinho,"2,070"
(RS),Jacutinga,"3,401"
(RS),Jaguarão,"27,406"
(RS),Jaguari,"10,779"
